Time,Amount,V1,V2,V3,V4,V5,Hour,MerchantCategory_entertainment,MerchantCategory_food,MerchantCategory_medical,MerchantCategory_retail,MerchantCategory_travel,V1_V2_interaction,V4_V5_interaction,amount_v1_ratio,v_sum,v_std,True_Label,Fraud_Prob,Predicted,Is_Suspicious
-1.6710709009196274,-0.5792183235669758,-1.9300868693234323,-0.6813999126996095,1.254503859840713,-0.094301822460428,1.2766753688727495,0,False,False,False,True,False,1.3151610242596494,-0.12039281397503944,-0.30009945804696103,-0.17460937577000757,1.3597808870275188,0.0,0.002190846985041564,0.0,False
-1.7180060003183297,-0.42047570710702703,-0.39030414911169925,-0.1344626555203447,0.9308613974488872,0.43329712221373007,-0.3393777406634862,0,False,True,False,False,False,0.052481332350167664,-0.14705139837288617,-1.0772999230576215,0.500013974367087,0.567855907750365,0.0,0.0003548084924918806,0.0,False
-1.44251905140937,0.12841460241941677,0.7985681267484328,0.7966304793356654,1.0043935609356778,-0.6767394744763148,-1.9257596349872275,4,False,False,False,True,False,0.6361637095937884,1.3032375633489561,0.16080586904516062,-0.002906942443765992,1.2696123814881324,0.0,0.0010971245109282408,0.0,False
0.3645059962597204,0.05533056279006495,1.4070992891611132,0.1574108075529652,-0.09890668677035269,0.8336582055381897,-0.2851003036153327,5,False,False,False,True,False,0.2214926354140541,-0.2376762075103513,0.03932240169110618,2.0141613118665824,0.7034536468948686,0.0,0.0006009528256786058,0.0,False
-0.5564342813914637,-0.64320840262768,1.6766353406369636,1.4640893506688015,0.8138229320235352,-0.11354248563475942,-0.3905527165889216,16,False,True,False,False,False,2.454743947181537,0.0443443262129139,-0.38363024052271316,3.4504524211056196,0.9221266717916774,0.0,0.0006760128208014706,0.0,False
0.4201946912817734,-0.5400891026498641,0.6613399641422925,2.108590383357175,-0.25096119262920746,-0.9735671976057167,-1.4944456000789146,5,False,False,True,False,False,1.3944950885202168,1.4549432148430226,-0.8166575668729631,0.05095635718562863,1.4254110725458733,0.0,0.004981192933989431,0.0,False
1.4113450287915428,-0.6929090195189673,-1.3448867807811995,0.3289852789045963,1.4161423815417427,-1.2119422262768509,0.3466034099409099,19,False,False,True,False,False,-0.44244795267040754,-0.4200633082789343,-0.5152169790080776,-0.4650979366708017,1.1691969121079584,0.0,0.0005533827515156978,0.0,False
0.05616342170977224,-0.027543914774397653,0.048668043162752445,0.06368995542688848,0.03700713200476698,0.9517401067711184,0.5672281260618878,0,False,False,False,False,True,0.0030996654997495878,0.5398537572617225,-0.5659432153266094,1.668333363427414,0.41191147477163215,0.0,0.001608982552357534,0.0,False
-0.33180842184820974,-0.6891127990845249,-0.611730036418545,-0.8103141571972697,1.1561431262116262,0.02274349976152516,-1.0041161427607779,19,False,False,False,False,True,0.4956935088927484,-0.022837115253423315,-1.1264963816762037,-1.247273710403441,0.8753738847342346,0.0,0.001649524034998432,0.0,False
0.24714196934250593,0.030399313604233744,1.4773725606308605,1.2223934376505747,-1.5656636971576086,-0.5811467085771074,1.4838189436727198,3,False,False,False,False,True,1.8059305230801896,-0.8623164952397614,0.020576592416648356,2.0367745362194394,1.3998159043359109,0.0,0.012802950064097596,0.0,False
0.3772551316930855,0.7536888060820033,-1.1382621349580988,-0.7267437429665786,-0.8239768544082984,-0.4304429575085981,1.3063969410578073,5,True,False,False,False,False,0.8272248844365776,-0.5623293629891083,0.6621393445284054,-1.8130287487837664,0.9666015816911969,0.0,0.001736611818637606,0.0,False
-0.9519581049421121,-0.5021794096451752,-0.3638707984633129,0.890470089234937,0.17850886949863448,0.9426305489867072,-0.22215167013173076,10,False,False,True,False,False,-0.324016062377614,-0.20940695077458724,-1.380099836717099,1.4255870391252352,0.6100508973616491,0.0,0.0006833083448091708,0.0,False
